"","response","Freq.R1","Types.R1","Freq.R123","Types.R123"
"19937","lucky",NA,NA,1,1
"19938","luctuoso",NA,NA,1,1
"19939","lúdica",NA,NA,1,1
"19940","ludopata",1,1,1,1
"19941","ludòpata",1,1,1,1
"19942","Ludopatas",1,1,1,1
"19943","ludopatía",NA,NA,1,1
"19944","luego de comida",NA,NA,1,1
"19945","luga",1,1,1,1
"19946","Luga",1,1,1,1
"19947","lugAR",1,1,1,1
"19948","lugar de baño natural",NA,NA,1,1
"19949","lugar de casa",NA,NA,1,1
"19950","lugar de paso",NA,NA,1,1
"19951","lugar de trabajo",1,1,1,1
"19952","lugar de una cuadrícula",NA,NA,1,1
"19953","lugar en el que pasa algo",NA,NA,1,1
"19954","lugar geografico",NA,NA,1,1
"19955","lugar grande",1,1,1,1
"19956","lugar lindo",NA,NA,1,1
"19957","lugar momento silencio",1,1,1,1
"19958","lugar para comer",NA,NA,1,1
"19959","lugar para dormir",NA,NA,1,1
"19960","lugar para pagar",NA,NA,1,1
"19961","lugar reunion alojamiento",1,1,1,1
"19962","lugar, paraje, local",1,1,1,1
"19963","lugareño",NA,NA,1,1
"19964","Lugares",NA,NA,1,1
"19965","lugat",NA,NA,1,1
"19966","lugubre.",1,1,1,1
"19967","Luis Lacalle Pou",1,1,1,1
"19968","lujoso",1,1,1,1
"19969","lulu",NA,NA,1,1
"19970","lumbago",NA,NA,1,1
"19971","lumbar",NA,NA,1,1
"19972","luminarias",1,1,1,1
"19973","lumpur",1,1,1,1
"19974","Luna",1,1,1,1
"19975","luna llena",NA,NA,1,1
"19976","lunatica",1,1,1,1
"19977","lunera",1,1,1,1
"19978","Lunes",1,1,1,1
"19979","Lunfardo",NA,NA,1,1
"19980","lunga",1,1,1,1
"19981","lunge",NA,NA,1,1
"19982","lunrd",NA,NA,1,1
"19983","lupulo",1,1,1,1
"19984","lúpulo",NA,NA,1,1
"19985","luso",NA,NA,1,1
"19986","lustado",1,1,1,1
"19987","lustrada",NA,NA,1,1
"19988","lustrado",NA,NA,1,1
"19989","lustre",1,1,1,1
"19990","lustrosa",1,1,1,1
"19991","luthier",NA,NA,1,1
"19992","luva",1,1,1,1
"19993","Luvia",1,1,1,1
"19994","Luxemburgo",1,1,1,1
"19995","luz direccion",1,1,1,1
"19996","luz linterna radio",1,1,1,1
"19997","luz nocturna",NA,NA,1,1
"19998","luz roja",NA,NA,1,1
"19999","luz tenue",1,1,1,1
"20000","luzardo",1,1,1,1
"20001","luzbel",NA,NA,1,1
"20002","luzs",NA,NA,1,1
"20003","lverano",1,1,1,1
"20004","M ejor",1,1,1,1
"20005","ma",1,1,1,1
"20006","má",1,1,1,1
"20007","mac donalds",1,1,1,1
"20008","macaco",1,1,1,1
"20009","macana",NA,NA,1,1
"20010","macanudo",NA,NA,1,1
"20011","machas",NA,NA,1,1
"20012","mache",NA,NA,1,1
"20013","macho alfa",NA,NA,1,1
"20014","machucón",NA,NA,1,1
"20015","maciegas",NA,NA,1,1
"20016","maciel",1,1,1,1
"20017","maciso",NA,NA,1,1
"20018","macizo",NA,NA,1,1
"20019","macro",NA,NA,1,1
"20020","madagascar",1,1,1,1
"20021","madama",NA,NA,1,1
"20022","made",NA,NA,1,1
"20023","made in",1,1,1,1
"20024","madea",1,1,1,1
"20025","mader",NA,NA,1,1
"20026","MADERA",1,1,1,1
"20027","madera tornillo martillo",1,1,1,1
"20028","madera y cuerda",NA,NA,1,1
"20029","maderas",1,1,1,1
"20030","madero",NA,NA,1,1
"20031","madonna",1,1,1,1
"20032","madra",NA,NA,1,1
"20033","madraza",NA,NA,1,1
"20034","Madre",NA,NA,1,1
"20035","madre, padre",NA,NA,1,1
"20036","Madres",1,1,1,1
"20037","Madrid",NA,NA,1,1
"20038","madriguera",1,1,1,1
"20039","Madrugar",NA,NA,1,1
"20040","maduracion",NA,NA,1,1
"20041","maduración",1,1,1,1
"20042","madurar",1,1,1,1
"20043","maduros",NA,NA,1,1
"20044","maestar",NA,NA,1,1
"20045","maestara",1,1,1,1
"20046","maestras",NA,NA,1,1
"20047","maestría",1,1,1,1
"20048","mafioso",1,1,1,1
"20049","magacin",1,1,1,1
"20050","magenta",NA,NA,1,1
"20051","magestuosa",1,1,1,1
"20052","Mágica",1,1,1,1
"20053","magita",1,1,1,1
"20054","magma",NA,NA,1,1
"20055","magnético",1,1,1,1
"20056","magnificacion",NA,NA,1,1
"20057","magníficas",NA,NA,1,1
"20058","magnificiencia",1,1,1,1
"20059","magnífico",NA,NA,1,1
"20060","magnitudes",1,1,1,1
"20061","Mago",NA,NA,1,1
"20062","mago,",1,1,1,1
"20063","mago, conejo, truco",1,1,1,1
"20064","magun",1,1,1,1
"20065","mainguanche",1,1,1,1
"20066","majadero",NA,NA,1,1
"20067","majestad",NA,NA,1,1
"20068","majestuosida",1,1,1,1
"20069","majestuosidad",NA,NA,1,1
"20070","maketing",1,1,1,1
"20071","Mal",NA,NA,1,1
"20072","MAL",1,1,1,1
"20073","mal aliento",NA,NA,1,1
"20074","mal estado",NA,NA,1,1
"20075","mal funcionamiento",NA,NA,1,1
"20076","mal genio",NA,NA,1,1
"20077","mal oliente",NA,NA,1,1
"20078","mal oliento",NA,NA,1,1
"20079","mal parado",NA,NA,1,1
"20080","mal pense..",1,1,1,1
"20081","mal tiempo",1,1,1,1
"20082","mal trago",NA,NA,1,1
"20083","mal trecho",NA,NA,1,1
"20084","mal viaje",1,1,1,1
"20085","mala acción",1,1,1,1
"20086","mala conducta",NA,NA,1,1
"20087","mala educación",NA,NA,1,1
"20088","mala fama",NA,NA,1,1
"20089","mala gente",NA,NA,1,1
"20090","mala mujer",NA,NA,1,1
"20091","mala onda",NA,NA,1,1
"20092","mala palabra",1,1,1,1
"20093","mala pata",NA,NA,1,1
"20094","malabares",NA,NA,1,1
"20095","malabarista",1,1,1,1
"20096","malacate",NA,NA,1,1
"20097","maladad",NA,NA,1,1
"20098","malandraje",NA,NA,1,1
"20099","malandro",NA,NA,1,1
"20100","malcria",NA,NA,1,1
"20101","malcrianza",NA,NA,1,1
"20102","maldad miedo rojo",1,1,1,1
"20103","malditos",NA,NA,1,1
"20104","maldonado",1,1,1,1
"20105","male",NA,NA,1,1
"20106","maleante",1,1,1,1
"20107","malechor",1,1,1,1
"20108","maleducado",NA,NA,1,1
"20109","malefico",NA,NA,1,1
"20110","maléfico",1,1,1,1
"20111","malena",1,1,1,1
"20112","malentendido",1,1,1,1
"20113","Maletin",1,1,1,1
"20114","malherido",NA,NA,1,1
"20115","malhumorada",1,1,1,1
"20116","malicioso",NA,NA,1,1
"20117","malintencionado",1,1,1,1
"20118","mall",1,1,1,1
"20119","malnacido",1,1,1,1
"20120","malo+",NA,NA,1,1
"20121","maloliente",NA,NA,1,1
"20122","malos pensamientos",1,1,1,1
"20123","malparido",1,1,1,1
"20124","maltrata",NA,NA,1,1
"20125","maltrecho",NA,NA,1,1
"20126","malva",1,1,1,1
"20127","malvavisco",NA,NA,1,1
"20128","malversacion",1,1,1,1
"20129","malvín",1,1,1,1
"20130","malvivienre",1,1,1,1
"20131","malviviente",1,1,1,1
"20132","mam{a",1,1,1,1
"20133","mamá pato",NA,NA,1,1
"20134","mamaaaaaaa",NA,NA,1,1
"20135","mamada",NA,NA,1,1
"20136","mamar",NA,NA,1,1
"20137","mamarracho",1,1,1,1
"20138","mamas",1,1,1,1
"20139","mambo",NA,NA,1,1
"20140","mameluco",1,1,1,1
"20141","mamerta",NA,NA,1,1
"20142","Mamifero",1,1,1,1
"20143","mamita",1,1,1,1
"20144","mamposteria",NA,NA,1,1
"20145","mamushka",1,1,1,1
"20146","mana",1,1,1,1
"20147","manager",NA,NA,1,1
"20148","manar",NA,NA,1,1
"20149","manca",NA,NA,1,1
"20150","Mandado",1,1,1,1
"20151","Mandar",NA,NA,1,1
"20152","Mandarín",1,1,1,1
"20153","mandat",NA,NA,1,1
"20154","mandataria",1,1,1,1
"20155","mandatarios",NA,NA,1,1
"20156","Mandato",NA,NA,1,1
"20157","mandatorio",1,1,1,1
"20158","mandatos",NA,NA,1,1
"20159","mandela",NA,NA,1,1
"20160","mandíbula",1,1,1,1
"20161","mando medio",NA,NA,1,1
"20162","mandon",NA,NA,1,1
"20163","mandón",1,1,1,1
"20164","mandona",1,1,1,1
"20165","Manejo",NA,NA,1,1
"20166","Manera",NA,NA,1,1
"20167","manera de ver",NA,NA,1,1
"20168","manerismo",NA,NA,1,1
"20169","manesilla",NA,NA,1,1
"20170","manganeta",NA,NA,1,1
"20171","manganga",NA,NA,1,1
"20172","mango negro",NA,NA,1,1
"20173","mangosta",1,1,1,1
"20174","Manhattan",NA,NA,1,1
"20175","maniatica",NA,NA,1,1
"20176","manido",1,1,1,1
"20177","manies",1,1,1,1
"20178","manifestar",NA,NA,1,1
"20179","manifiesto",NA,NA,1,1
"20180","manipulable",NA,NA,1,1
"20181","manipulación de clientes",NA,NA,1,1
"20182","manipulador",NA,NA,1,1
"20183","manipular",1,1,1,1
"20184","manipulo",NA,NA,1,1
"20185","maniqui",NA,NA,1,1
"20186","maniquie",NA,NA,1,1
"20187","Mano",1,1,1,1
"20188","mano derecha",NA,NA,1,1
"20189","manojo",1,1,1,1
"20190","manos llibres",NA,NA,1,1
"20191","manos orando",1,1,1,1
"20192","manos unidas",NA,NA,1,1
"20193","manoseo",1,1,1,1
"20194","mansellias",1,1,1,1
"20195","mansion",NA,NA,1,1
"20196","Manta",1,1,1,1
"20197","mantaraya",NA,NA,1,1
"20198","mantas",NA,NA,1,1
"20199","manteca comer meriend",1,1,1,1
"20200","mantequilla",NA,NA,1,1
"20201","mantiene arriba de",1,1,1,1
"20202","manto",NA,NA,1,1
"20203","manualida",1,1,1,1
"20204","manufactura",NA,NA,1,1
"20205","manufacturada",NA,NA,1,1
"20206","manuscrita",NA,NA,1,1
"20207","manya",1,1,1,1
"20208","manyín",1,1,1,1
"20209","mañ",1,1,1,1
"20210","maña",NA,NA,1,1
"20211","mañaa",NA,NA,1,1
"20212","Mañana",1,1,1,1
"20213","mañanas",1,1,1,1
"20214","mañanera",NA,NA,1,1
"20215","mao",NA,NA,1,1
"20216","maos",1,1,1,1
"20217","mapa mundi",NA,NA,1,1
"20218","maquiavelo",NA,NA,1,1
"20219","Maquillaje",1,1,1,1
"20220","maquillarse",1,1,1,1
"20221","Máquina de escribir",NA,NA,1,1
"20222","maquina de lavar",1,1,1,1
"20223","maquinaria agricola",1,1,1,1
"20224","maquinas",1,1,1,1
"20225","mar espacio universo",1,1,1,1
"20226","maracas",NA,NA,1,1
"20227","Marat",1,1,1,1
"20228","Maratón",NA,NA,1,1
"20229","maratón de caminatas",NA,NA,1,1
"20230","maravillas",NA,NA,1,1
"20231","marcación",NA,NA,1,1
"20232","marcada",NA,NA,1,1
"20233","marcadores",1,1,1,1
"20234","marcante",NA,NA,1,1
"20235","marcapasos",1,1,1,1
"20236","marcha atras",NA,NA,1,1
"20237","marchas",NA,NA,1,1
"20238","marchita",1,1,1,1
"20239","Marcialidad",NA,NA,1,1
"20240","marcianos",1,1,1,1
"20241","mareada",NA,NA,1,1
"20242","maremoto",NA,NA,1,1
"20243","margaritas",NA,NA,1,1
"20244","marginado, discriminado, escaso",1,1,1,1
"20245","marginal",NA,NA,1,1
"20246","mari",1,1,1,1
"20247","mariana",NA,NA,1,1
"20248","maricon",NA,NA,1,1
"20249","maricones",1,1,1,1
"20250","marido, pareja compañero",1,1,1,1
"20251","maridos",NA,NA,1,1
"20252","marillo",NA,NA,1,1
"20253","marinar",NA,NA,1,1
"20254","marinos",NA,NA,1,1
"20255","mario bros",NA,NA,1,1
"20256","mariquita",NA,NA,1,1
"20257","marita",1,1,1,1
"20258","maritima",NA,NA,1,1
"20259","marítimo, de tv, aéreo",1,1,1,1
"20260","Marketing",1,1,1,1
"20261","marlo",1,1,1,1
"20262","marmar",1,1,1,1
"20263","marmo",1,1,1,1
"20264","marón",NA,NA,1,1
"20265","marqueting",1,1,1,1
"20266","marr",NA,NA,1,1
"20267","MARRON",1,1,1,1
"20268","Marrón",1,1,1,1
"20269","marron claro",NA,NA,1,1
"20270","marsopa",1,1,1,1
"20271","Martillo",NA,NA,1,1
"20272","martillo electrico",NA,NA,1,1
"20273","martín",1,1,1,1
"20274","martinez",1,1,1,1
"20275","Martini",1,1,1,1
"20276","martirio",1,1,1,1
"20277","Marvel",1,1,1,1
"20278","marx",NA,NA,1,1
"20279","mary",1,1,1,1
"20280","mary poppins",1,1,1,1
"20281","marylin monroe",NA,NA,1,1
"20282","más allá",NA,NA,1,1
"20283","más alto",NA,NA,1,1
"20284","mas chico",NA,NA,1,1
"20285","mas de dos",NA,NA,1,1
"20286","mas de una persona",1,1,1,1
"20287","más de uno",NA,NA,1,1
"20288","mas dos",1,1,1,1
"20289","más grande",NA,NA,1,1
"20290","mas joven",NA,NA,1,1
"20291","mas o menos",NA,NA,1,1
"20292","más o menos",1,1,1,1
"20293","mas opciones",1,1,1,1
"20294","más pequeño",1,1,1,1
"20295","mas que siete",NA,NA,1,1
"20296","más sabroso",NA,NA,1,1
"20297","más vale",NA,NA,1,1
"20298","más vasto",1,1,1,1
"20299","masa al cuadrado",NA,NA,1,1
"20300","masa de gente",NA,NA,1,1
"20301","masacote",1,1,1,1
"20302","masaje",NA,NA,1,1
"20303","masar",NA,NA,1,1
"20304","masculinidad",1,1,1,1
"20305","masculino poder macho",NA,NA,1,1
"20306","mascullar",NA,NA,1,1
"20307","masil",NA,NA,1,1
"20308","masitas",1,1,1,1
"20309","maslow",1,1,1,1
"20310","masones",1,1,1,1
"20311","mass media",NA,NA,1,1
"20312","mata atlantica",NA,NA,1,1
"20313","mata el alma",NA,NA,1,1
"20314","matae",1,1,1,1
"20315","matapolilla",NA,NA,1,1
"20316","Matar",1,1,1,1
"20317","matarse",NA,NA,1,1
"20318","Matas",NA,NA,1,1
"20319","match",1,1,1,1
"20320","mateatica",NA,NA,1,1
"20321","matématicas",NA,NA,1,1
"20322","matematicsa",NA,NA,1,1
"20323","mateo",NA,NA,1,1
"20324","mater",1,1,1,1
"20325","matera",NA,NA,1,1
"20326","materia del liceo",1,1,1,1
"20327","materia escultura",NA,NA,1,1
"20328","materia fecal",1,1,1,1
"20329","materia gris",NA,NA,1,1
"20330","materialidad",1,1,1,1
"20331","materno",NA,NA,1,1
"20332","matices",1,1,1,1
"20333","matico",NA,NA,1,1
"20334","matilde",1,1,1,1
"20335","matimonio",1,1,1,1
"20336","matinal",NA,NA,1,1
"20337","matlock",1,1,1,1
"20338","mato",NA,NA,1,1
"20339","mató al gato",1,1,1,1
"20340","matojo",1,1,1,1
"20341","maton",NA,NA,1,1
"20342","matones",1,1,1,1
"20343","matraca",1,1,1,1
"20344","matriarcado",1,1,1,1
"20345","matrimoneo",1,1,1,1
"20346","Matrimonio",1,1,1,1
"20347","matrmaticas",NA,NA,1,1
"20348","matte",NA,NA,1,1
"20349","maturo",NA,NA,1,1
"20350","matusculas",NA,NA,1,1
"20351","matute",NA,NA,1,1
"20352","matw",1,1,1,1
"20353","maullar",1,1,1,1
"20354","maullido",NA,NA,1,1
"20355","mausoleo",NA,NA,1,1
"20356","max capote",1,1,1,1
"20357","maximizar",1,1,1,1
"20358","maya",NA,NA,1,1
"20359","mayas",NA,NA,1,1
"20360","mayoe",NA,NA,1,1
"20361","mayor niño bebe",1,1,1,1
"20362","mayuscula",1,1,1,1
"20363","Mayuscula",1,1,1,1
"20364","mayusculas",NA,NA,1,1
"20365","mazana",NA,NA,1,1
"20366","mazcal",NA,NA,1,1
"20367","maze runer",1,1,1,1
"20368","mazurkievicz",NA,NA,1,1
"20369","mc donal",NA,NA,1,1
"20370","mc donalls",1,1,1,1
"20371","mc pato",NA,NA,1,1
"20372","mcdonals",NA,NA,1,1
"20373","Me",1,1,1,1
"20374","me arede",NA,NA,1,1
"20375","me esta",NA,NA,1,1
"20376","me gusta como suena",NA,NA,1,1
"20377","me gustaría",NA,NA,1,1
"20378","me importa",NA,NA,1,1
"20379","me pase",NA,NA,1,1
"20380","me sirve",1,1,1,1
"20381","me veo",NA,NA,1,1
"20382","me voy",NA,NA,1,1
"20383","MEC",NA,NA,1,1
"20384","mecania",1,1,1,1
"20385","mecer",NA,NA,1,1
"20386","mecerse",1,1,1,1
"20387","mech",NA,NA,1,1
"20388","mecha",NA,NA,1,1
"20389","mechero",1,1,1,1
"20390","médano",NA,NA,1,1
"20391","Medi",1,1,1,1
"20392","medi día",NA,NA,1,1
"20393","media alta",NA,NA,1,1
"20394","media hora",NA,NA,1,1
"20395","media luna",NA,NA,1,1
"20396","media tarde",NA,NA,1,1
"20397","media vida",NA,NA,1,1
"20398","medianoche",NA,NA,1,1
"20399","medianpo",NA,NA,1,1
"20400","mediar",1,1,1,1
"20401","mediatica",NA,NA,1,1
"20402","mediatico",NA,NA,1,1
"20403","medicaciòn",NA,NA,1,1
"20404","medicada",NA,NA,1,1
"20405","Medicamento",1,1,1,1
"20406","Medicina",1,1,1,1
"20407","medicio",NA,NA,1,1
"20408","Medico",1,1,1,1
"20409","medico rapidez",1,1,1,1
"20410","medida de longitud",NA,NA,1,1
"20411","Medio",1,1,1,1
"20412","medio año",NA,NA,1,1
"20413","medio de comunicación",NA,NA,1,1
"20414","medio de cruzar la calle",NA,NA,1,1
"20415","medio jefe",NA,NA,1,1
"20416","medio limon",1,1,1,1
"20417","medio-siglo",1,1,1,1
"20418","medio, unico, importante",1,1,1,1
"20419","mediocampo",1,1,1,1
"20420","mediocridad",1,1,1,1
"20421","Mediodía",1,1,1,1
"20422","medios de comunicacion",NA,NA,1,1
"20423","medios de transportes",NA,NA,1,1
"20424","meditado",NA,NA,1,1
"20425","mediterraneo",1,1,1,1
"20426","medivos",NA,NA,1,1
"20427","medo",1,1,1,1
"20428","medusa griega",1,1,1,1
"20429","meeh",1,1,1,1
"20430","mefico",NA,NA,1,1
"20431","mefisto",1,1,1,1
"20432","mejana",1,1,1,1
"20433","mejicano",NA,NA,1,1
"20434","mejico",NA,NA,1,1
"20435","mejillon",1,1,1,1
"20436","mejor ocacional",NA,NA,1,1
"20437","Mejora",NA,NA,1,1
"20438","mejora temporaria",NA,NA,1,1
"20439","mejorado",NA,NA,1,1
"20440","mejoramiento",NA,NA,1,1
"20441","mejorara",NA,NA,1,1
"20442","mejoras",NA,NA,1,1
"20443","mejoro",1,1,1,1
"20444","melancolico",NA,NA,1,1
"20445","melancólico",NA,NA,1,1
"20446","melanconico",NA,NA,1,1
"20447","melani",1,1,1,1
"20448","melanina",1,1,1,1
"20449","melasa",1,1,1,1
"20450","melaza",NA,NA,1,1
"20451","Melena",NA,NA,1,1
"20452","mellisos",NA,NA,1,1
"20453","mellizos",1,1,1,1
"20454","melman",NA,NA,1,1
"20455","melo",NA,NA,1,1
"20456","melocoton",1,1,1,1
"20457","melodico",NA,NA,1,1
"20458","melodiosa",1,1,1,1
"20459","melodramático",NA,NA,1,1
"20460","membrana",1,1,1,1
"20461","membresía",NA,NA,1,1
"20462","memento",NA,NA,1,1
"20463","memo",NA,NA,1,1
"20464","Memoria",NA,NA,1,1
"20465","mencionado",1,1,1,1
"20466","Menem",NA,NA,1,1
"20467","menester",NA,NA,1,1
"20468","menitra",1,1,1,1
"20469","meno",1,1,1,1
"20470","menopausia",1,1,1,1
"20471","Menos",NA,NA,1,1
"20472","menos importante",NA,NA,1,1
"20473","menospreciado",NA,NA,1,1
"20474","menospreciar",NA,NA,1,1
"20475","Mensaje",1,1,1,1
"20476","mensajear",NA,NA,1,1
"20477","mensajeria",NA,NA,1,1
"20478","mensura",1,1,1,1
"20479","mentalidad",1,1,1,1
"20480","mentarios",NA,NA,1,1
"20481","mentes",NA,NA,1,1
"20482","mentirosas",1,1,1,1
"20483","mentirosos",NA,NA,1,1
"20484","menu",NA,NA,1,1
"20485","menú",NA,NA,1,1
"20486","menudo",NA,NA,1,1
"20487","menza",NA,NA,1,1
"20488","mequetrefe",1,1,1,1
"20489","merca",1,1,1,1
"20490","mercader",NA,NA,1,1
"20491","mercaderias",NA,NA,1,1
"20492","mercado grande",1,1,1,1
"20493","mercancía",NA,NA,1,1
"20494","mercante",1,1,1,1
"20495","mercantil",NA,NA,1,1
"20496","mercantilismo",NA,NA,1,1
"20497","mercería",NA,NA,1,1
"20498","mérdico",1,1,1,1
"20499","merecedor",1,1,1,1
"20500","merecer",1,1,1,1
"20501","merecimento",1,1,1,1
"20502","merecimiento",NA,NA,1,1
"20503","meridiano",NA,NA,1,1
"20504","merin",NA,NA,1,1
"20505","merlin",NA,NA,1,1
"20506","Merlin",NA,NA,1,1
"20507","merlusa",1,1,1,1
"20508","merluza",NA,NA,1,1
"20509","merly",1,1,1,1
"20510","mero",1,1,1,1
"20511","merte",1,1,1,1
"20512","meryl",1,1,1,1
"20513","Mes",1,1,1,1
"20514","mesa de salón de clase",NA,NA,1,1
"20515","mesa examen",NA,NA,1,1
"20516","mesa ratona",1,1,1,1
"20517","mesa redonda",1,1,1,1
"20518","mesas",NA,NA,1,1
"20519","mesencefalo",NA,NA,1,1
"20520","mesentereo",NA,NA,1,1
"20521","mesias",1,1,1,1
"20522","mesías",NA,NA,1,1
"20523","mesita",1,1,1,1
"20524","Mesita",1,1,1,1
"20525","mesita de luz",NA,NA,1,1
"20526","mesmo",NA,NA,1,1
"20527","mesura",NA,NA,1,1
"20528","mesurable",NA,NA,1,1
"20529","mesurando",1,1,1,1
"20530","meta cumplida",1,1,1,1
"20531","metabolismo",NA,NA,1,1
"20532","metáfora",1,1,1,1
"20533","metàlico",1,1,1,1
"20534","metalurgica",NA,NA,1,1
"20535","metamorfosis",1,1,1,1
"20536","metano",NA,NA,1,1
"20537","Metas",NA,NA,1,1
"20538","Meteorito",NA,NA,1,1
"20539","meteoro",NA,NA,1,1
"20540","meteorologia",NA,NA,1,1
"20541","meteorologica",1,1,1,1
"20542","meteorológica",1,1,1,1
"20543","meteorologico",1,1,1,1
"20544","meterete",1,1,1,1
"20545","metirosa",NA,NA,1,1
"20546","metnal",NA,NA,1,1
"20547","metódica",1,1,1,1
"20548","metodico",NA,NA,1,1
"20549","metodo analitico",NA,NA,1,1
"20550","método científico",NA,NA,1,1
"20551","metodologia",1,1,1,1
"20552","metreopolis",NA,NA,1,1
"20553","métrico",NA,NA,1,1
"20554","metrô",NA,NA,1,1
"20555","metronomo",NA,NA,1,1
"20556","metrópoli",1,1,1,1
"20557","metropolis",NA,NA,1,1
"20558","metrópolis",1,1,1,1
"20559","metropoltano",NA,NA,1,1
"20560","metrosexual",NA,NA,1,1
"20561","mexicana",NA,NA,1,1
"20562","Mexico",1,1,1,1
"20563","meza",1,1,1,1
"20564","mezca",NA,NA,1,1
"20565","Mezquindad",NA,NA,1,1
"20566","Mg",NA,NA,1,1
"20567","mí",NA,NA,1,1
"20568","mi brazo",1,1,1,1
"20569","mi cola",NA,NA,1,1
"20570","mi cuarto",1,1,1,1
"20571","mi esposa",1,1,1,1
"20572","mi esposo",NA,NA,1,1
"20573","mi estufa",NA,NA,1,1
"20574","mi fantasía de hacerlo con los chorros",NA,NA,1,1
"20575","mi hermana",1,1,1,1
"20576","mi hermano",NA,NA,1,1
"20577","mi hijo",NA,NA,1,1
"20578","mi lino",1,1,1,1
"20579","mi lugar",1,1,1,1
"20580","mi moto",NA,NA,1,1
"20581","mi novio",1,1,1,1
"20582","mi numero",NA,NA,1,1
"20583","mi prima",1,1,1,1
"20584","mi ropa",NA,NA,1,1
"20585","mi signo",1,1,1,1
"20586","mi tierra",NA,NA,1,1
"20587","mi vida",1,1,1,1
"20588","mi.itar",1,1,1,1
"20589","miami",NA,NA,1,1
"20590","miasma",1,1,1,1
"20591","micologia",NA,NA,1,1
"20592","microbiano",NA,NA,1,1
"20593","micrófoos",1,1,1,1
"20594","microhondas",NA,NA,1,1
"20595","microondas",NA,NA,1,1
"20596","microorganismos",NA,NA,1,1
"20597","microscópico",NA,NA,1,1
"20598","microsegundo",NA,NA,1,1
"20599","mid",NA,NA,1,1
"20600","mido",NA,NA,1,1
"20601","midweek",1,1,1,1
"20602","miedl",NA,NA,1,1
"20603","miedo atencion,resguardo",1,1,1,1
"20604","miedo..terror...sueño",1,1,1,1
"20605","miedo7",1,1,1,1
"20606","miel derramandose",1,1,1,1
"20607","miembros",NA,NA,1,1
"20608","mientiras",NA,NA,1,1
"20609","mientras",1,1,1,1
"20610","mientras tanto",1,1,1,1
"20611","mieod",NA,NA,1,1
"20612","Mierda",1,1,1,1
"20613","mierdo",1,1,1,1
"20614","miga",NA,NA,1,1
"20615","migos",NA,NA,1,1
"20616","migracion",1,1,1,1
"20617","mijer",1,1,1,1
"20618","milagro sincronía Biología",1,1,1,1
"20619","milaneza",1,1,1,1
"20620","milenaria",NA,NA,1,1
"20621","milenario",1,1,1,1
"20622","miliciar",1,1,1,1
"20623","mililitro",1,1,1,1
"20624","milimetro",NA,NA,1,1
"20625","milimetros",NA,NA,1,1
"20626","milita",1,1,1,1
"20627","milítar",NA,NA,1,1
"20628","militar o policía sin uniforme",NA,NA,1,1
"20629","milka",1,1,1,1
"20630","Milo",1,1,1,1
"20631","milonga",NA,NA,1,1
"20632","Mimbre",NA,NA,1,1
"20633","mimbres",NA,NA,1,1
"20634","mimento",NA,NA,1,1
"20635","mimosa",NA,NA,1,1
"20636","minar",NA,NA,1,1
"20637","minera",1,1,1,1
"20638","mineria",NA,NA,1,1
"20639","minfalda",NA,NA,1,1
"20640","miniatura",1,1,1,1
"20641","minifaldas",NA,NA,1,1
"20642","minimercado",NA,NA,1,1
"20643","ministra",1,1,1,1
"20644","ministros",NA,NA,1,1
"20645","mino",NA,NA,1,1
"20646","minorías",NA,NA,1,1
"20647","minotos",NA,NA,1,1
"20648","minuciosa",NA,NA,1,1
"20649","minuscioso",1,1,1,1
"20650","minuscula",NA,NA,1,1
"20651","minúscula",NA,NA,1,1
"20652","Minutos",NA,NA,1,1
"20653","míó",1,1,1,1
"20654","mio mio",NA,NA,1,1
"20655","mios",1,1,1,1
"20656","mira tu",NA,NA,1,1
"20657","mira-qué-bonito...",NA,NA,1,1
"20658","miraballes",1,1,1,1
"20659","miracle",1,1,1,1
"20660","Mirada",1,1,1,1
"20661","mirada lasciva",1,1,1,1
"20662","mirame",1,1,1,1
"20663","mirando",1,1,1,1
"20664","mirar para",NA,NA,1,1
"20665","miraré",NA,NA,1,1
"20666","mirarse",NA,NA,1,1
"20667","mirarte",1,1,1,1
"20668","miras",NA,NA,1,1
"20669","mirat",NA,NA,1,1
"20670","mirella",1,1,1,1
"20671","miria",NA,NA,1,1
"20672","miriapodo",1,1,1,1
"20673","mirlo",1,1,1,1
"20674","miró",1,1,1,1
"20675","miron",NA,NA,1,1
"20676","mirón",NA,NA,1,1
"20677","mirona",NA,NA,1,1
"20678","misca",1,1,1,1
"20679","misericordia",1,1,1,1
"20680","Misericordia",NA,NA,1,1
"20681","misericorida",NA,NA,1,1
"20682","misfortunas",1,1,1,1
"20683","misica",1,1,1,1
"20684","Mision",NA,NA,1,1
"20685","misionera",1,1,1,1
"20686","misiones de paz",NA,NA,1,1
"20687","misivas",1,1,1,1
"20688","mismidad",NA,NA,1,1
"20689","miso",NA,NA,1,1
"20690","misria",NA,NA,1,1
"20691","mistake",NA,NA,1,1
"20692","misteriosa",1,1,1,1
"20693","Misticismo",NA,NA,1,1
"20694","mistico",NA,NA,1,1
"20695","mistrio",NA,NA,1,1
"20696","misura",1,1,1,1
"20697","mitad de sesenta",NA,NA,1,1
"20698","mitad del año",NA,NA,1,1
"20699","mitad pez mitad humano",NA,NA,1,1
"20700","mitad semana",NA,NA,1,1
"20701","mitas",1,1,1,1
"20702","mitica",NA,NA,1,1
"20703","mitin",1,1,1,1
"20704","Mito",NA,NA,1,1
